time,snowfraction,wind_speed,temperature,precipitation_probability,convective_precipitation,rainspot,pictocode,felttemperature,precipitation,is_daylight,uvindex,humidity,pressure,wind_direction,totalcloudcover,fog_probability,highclouds,lowclouds,visibility,midclouds,sunshinetime,hour,month,ghi_clearsky,dni_clearsky,dhi_clearsky,ghi,dni,dhi,gti,module_temperature,power_physics
2025-04-28 02:00:00+02:00,0.0,1.74,15.65,0,0.0,0000000000000000000000000000000000000000000000000,14,15.47,0.0,0,0,85,1019.73,93,12,0,42,0,16450,0,0,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.65,0.0
2025-04-28 03:00:00+02:00,0.0,2.29,15.04,0,0.0,0000000000000000000000000000000000000000000000000,11,14.08,0.0,0,0,82,1019.8,93,56,0,17,56,18660,0,0,3,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.04,0.0
2025-04-28 04:00:00+02:00,0.0,2.66,14.38,0,0.0,0000000000000000000000000000000000000000000000000,4,12.94,0.0,0,0,81,1019.87,88,20,0,0,20,19460,0,0,4,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.38,0.0
2025-04-28 05:00:00+02:00,0.0,2.49,13.75,0,0.0,0000000000000000000000000000000000000000000000000,13,12.25,0.0,0,0,82,1020.05,84,0,0,0,0,17380,0,0,5,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.75,0.0
2025-04-28 06:00:00+02:00,0.0,2.13,13.28,0,0.0,0000000000000000000000000000000000000000000000000,13,11.85,0.0,0,0,81,1020.23,80,0,0,0,0,14850,0,0,6,4,3.6500635724048527,17.03734513969679,2.996430528393434,3.6500635724048527,17.03734513969679,2.996430528393434,2.9335928133132523,13.369236724532245,0.0
2025-04-28 07:00:00+02:00,0.0,2.14,13.04,0,0.0,0000000000000000000000000000000000000000000000000,4,11.49,0.0,0,0,80,1020.41,78,35,0,3,35,12200,15,0,7,4,146.30259323365848,415.6440549121797,52.31848402390065,95.09668560187802,270.1686356929168,34.007014615535425,78.73998192512711,15.433903151169218,0.0
2025-04-28 08:00:00+02:00,0.0,2.22,12.98,0,0.0,0000000000000000000000000000000000000000000000000,13,11.41,0.0,1,0,81,1020.68,75,0,2,2,0,10020,0,16,8,4,347.3845725676902,644.4272784793061,81.45169153117467,347.3845725676902,644.4272784793061,81.45169153117467,337.92098357436055,23.209790486258072,19.42719618167203
2025-04-28 09:00:00+02:00,0.0,2.15,13.73,0,0.0,0000000000000000000000000000000000000000000000000,13,12.35,0.0,1,0,80,1020.94,79,0,0,1,0,15610,0,59,9,4,539.206591336312,755.1112200335451,99.41834735573445,539.206591336312,755.1112200335451,99.41834735573445,559.2587912651952,30.723842024020716,31.526756395881517
2025-04-28 10:00:00+02:00,0.0,2.46,15.24,0,0.0,0000000000000000000000000000000000000000000000000,1,13.71,0.0,1,0,73,1021.21,83,0,0,0,0,22220,0,60,10,4,700.9504220040766,814.3892911885797,111.69930394621053,700.9504220040766,814.3892911885797,111.69930394621053,750.3948864081896,37.66681753922553,41.52640314170329
2025-04-28 11:00:00+02:00,0.0,2.72,17.31,0,0.0,0000000000000000000000000000000000000000000000000,1,15.49,0.0,1,1,63,1021.19,84,0,0,0,0,28010,0,60,11,4,819.4878868348217,846.6828772228707,119.79218624129669,819.4878868348217,846.6828772228707,119.79218624129669,891.9175962647182,43.59894971294573,48.570981388781796
2025-04-28 12:00:00+02:00,0.0,2.27,19.32,0,0.0,0000000000000000000000000000000000000000000000000,1,18.46,0.0,1,3,53,1021.17,87,0,0,0,0,31220,0,60,12,4,885.9711141096759,861.9078053171564,124.10026498978732,885.9711141096759,861.9078053171564,124.10026498978732,971.6325069395925,48.655382453695836,52.18103352432226
2025-04-28 13:00:00+02:00,0.0,0.85,20.98,0,0.0,0000000000000000000000000000000000000000000000000,1,21.93,0.0,1,4,48,1021.15,78,0,0,0,0,25220,0,60,13,4,895.5868827047913,863.966744487394,124.71201926477852,895.5868827047913,863.966744487394,124.71201926477852,983.1070006464092,53.01447771164218,52.15966483194739
2025-04-28 14:00:00+02:00,0.0,0.16,21.95,0,0.0,0000000000000000000000000000000000000000000000000,1,24.41,0.0,1,6,46,1020.82,52,2,0,0,0,21210,2,58,14,4,847.660480545618,853.3546247143786,121.63523906014484,830.7072709347057,836.287532220091,119.20253427894194,906.9405739527576,52.62517468693011,48.17111486339494
2025-04-28 15:00:00+02:00,0.0,2.12,22.64,0,0.0,0000000000000900000000000000000000000000000000000,4,23.53,0.0,1,6,46,1020.49,347,17,0,0,0,19220,17,48,15,4,745.6766517622548,827.4561888710823,114.82383302224105,618.9116209626715,686.7886367629983,95.30378140846007,666.7367034297894,42.93227257217882,36.37448322469485
2025-04-28 16:00:00+02:00,0.0,3.87,22.81,0,0.0,0000000000000900000000000000000000000000000000000,5,21.9,0.0,1,6,47,1020.16,346,30,0,10,21,16820,30,40,16,4,597.1804786668007,778.8973346265715,104.02915870212325,418.02633506676045,545.2281342386,72.82041109148628,438.8422627257053,34.977578834579134,24.46085351436448
2025-04-28 17:00:00+02:00,0.0,3.74,22.71,0,0.0,0000000000000900000000000000000000000009000000900,5,21.29,0.0,1,5,48,1019.95,345,35,0,41,23,18010,35,37,17,4,413.7967731621127,689.8252290312965,88.28156399915787,268.96790255537326,448.38639887034276,57.38301659945262,268.4589427965449,30.204895934234262,15.15440076713588
2025-04-28 18:00:00+02:00,0.0,3.98,22.38,25,0.0,0000000000000000000000000000000000000009000000900,9,20.14,0.0,1,3,50,1019.75,343,45,0,80,24,19410,45,30,18,4,212.79023865109605,513.2313279662303,64.06651789159645,117.03463125810283,282.2772303814267,35.23658484037805,104.0966715904021,25.24947746407553,5.952964089838502
2025-04-28 19:00:00+02:00,0.0,1.76,21.92,25,0.0,0000000000000000000000000000000000000009000000900,6,21.28,0.0,1,2,52,1019.54,345,30,0,100,19,17810,23,40,19,4,33.67133925006926,139.32735616996214,19.69983595547648,23.56993747504848,97.5291493189735,13.789885168833536,14.375636476622576,22.36605017722324,0.8282650234457453
2025-04-28 20:00:00+02:00,0.0,2.01,21.15,0,0.0,0000000000000000000000000000000000000009000000900,6,20.58,0.0,1,1,58,1019.63,325,23,0,79,18,14610,22,44,20,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.15,0.0
2025-04-28 21:00:00+02:00,0.0,2.73,20.13,0,0.0,0000000000000000000000000000000000000009000000900,5,19.35,0.0,1,0,65,1019.72,333,11,0,38,10,10610,11,52,21,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.13,0.0
2025-04-28 22:00:00+02:00,0.0,2.22,19.16,7,0.0,0000000000000000000000000000000000000000000000000,1,18.88,0.0,1,0,71,1019.81,337,2,0,7,0,10410,0,36,22,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.16,0.0
2025-04-28 23:00:00+02:00,0.0,2.06,18.2,1,0.0,0000000000000000000000000000000000000000000000000,1,18.12,0.0,0,0,77,1019.99,345,0,0,0,0,10430,0,0,23,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.2,0.0
2025-04-29 00:00:00+02:00,0.0,1.54,17.0,1,0.0,0000000000000000000000000000000000000000000000000,13,17.29,0.0,0,0,83,1020.17,334,0,0,0,0,10050,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0
2025-04-29 01:00:00+02:00,0.0,1.14,15.95,1,0.0,0000000000000000000000000000000000000000000000000,13,16.43,0.0,0,0,87,1020.35,124,0,0,0,0,9450,0,0,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.95,0.0
2025-04-29 02:00:00+02:00,0.0,1.64,15.27,1,0.0,0000000000000000000000000000000000000000000000000,13,15.2,0.0,0,0,88,1020.09,119,4,0,0,4,10050,0,0,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.27,0.0
2025-04-29 03:00:00+02:00,0.0,2.09,14.72,0,0.0,0000000000000000000000000000000000000000000000000,4,13.93,0.0,0,0,84,1019.84,110,15,0,0,15,13860,0,0,3,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.72,0.0
2025-04-29 04:00:00+02:00,0.0,2.27,14.12,0,0.0,0000000000000000000000000000000000000000000000000,13,12.86,0.0,0,0,81,1019.58,96,4,0,0,4,16450,0,0,4,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.12,0.0
2025-04-29 05:00:00+02:00,0.0,2.36,13.42,0,0.0,0000000000000000000000000000000000000000000000000,13,11.87,0.0,0,0,81,1019.43,85,0,0,0,0,15850,0,0,5,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.42,0.0
2025-04-29 06:00:00+02:00,0.0,2.5,12.82,0,0.0,0000000000000000000000000000000000000000000000000,13,10.94,0.0,0,0,80,1019.27,73,1,0,0,0,15450,1,0,6,4,4.558290449057389,20.963675744170025,3.674350859541822,4.512707544566815,20.754038986728325,3.637607350946404,3.5619387636202187,12.926227274640596,0.0
2025-04-29 07:00:00+02:00,0.0,2.53,12.44,0,0.0,0000000000000000000000000000000000000000000000000,4,10.36,0.0,0,0,78,1019.12,72,12,0,0,4,16050,12,0,7,4,149.74131872154067,419.8328938734044,53.22426671799691,131.77236047495578,369.4529466085958,46.837354711837285,108.86479462879004,15.681462851047112,0.0
2025-04-29 08:00:00+02:00,0.0,2.6,12.39,0,0.0,0000000000000000000000000000000000000000000000000,4,10.2,0.0,1,0,77,1019.27,71,10,0,0,10,18020,8,16,8,4,350.6794308228671,645.2023922606857,82.16748771997084,315.6114877405804,580.6821530346172,73.95073894797376,306.1868349075222,21.47273392849758,17.68192079493054
2025-04-29 09:00:00+02:00,0.0,2.52,12.95,0,0.0,0000000000000000000000000000000000000000000000000,1,10.92,0.0,1,0,76,1019.42,74,7,0,0,7,18210,0,55,9,4,542.1136434824306,754.7940117476736,100.08654684945014,504.1656884386604,701.9584309253364,93.08048856998863,521.6708949320284,28.491115363247186,29.58113080949666
2025-04-29 10:00:00+02:00,0.0,2.27,14.39,0,0.0,0000000000000000000000000000000000000000000000000,4,12.56,0.0,1,0,70,1019.57,72,11,0,0,11,22210,0,52,10,4,703.4619376295751,813.6636484431965,112.34859862396479,626.0811244903218,724.1606471144449,99.99025277532867,668.8277285355147,34.58314614537262,37.31938103280373
2025-04-29 11:00:00+02:00,0.0,2.17,16.44,0,0.0,0000000000000000000000000000000000000000000000000,1,14.63,0.0,1,1,60,1019.43,69,0,0,1,0,21010,0,59,11,4,821.6568312483281,845.7826525701589,120.42912963634978,821.6568312483281,845.7826525701589,120.42912963634978,892.5360100542257,43.531903978267735,48.6135614748777
2025-04-29 12:00:00+02:00,0.0,2.09,18.42,0,0.0,0000000000000000000000000000000000000000000000000,1,16.9,0.0,1,3,51,1019.3,58,1,0,3,0,23210,0,59,12,4,887.8820858645306,860.9269206464126,124.72699721104857,879.0032650058853,852.3176514399485,123.47972723893808,962.1880620967332,47.75148003280084,51.80322402117729
2025-04-29 13:00:00+02:00,0.0,1.82,20.17,0,0.0,0000000000000000000000000000000000000000000000000,1,19.69,0.0,1,5,45,1019.16,40,2,0,7,0,20810,0,58,13,4,897.3445684096176,862.9512512044237,125.32995487407823,879.3976770414253,845.6922261803352,122.82335577659666,963.5298985668045,49.97052386961439,51.55735323479232
2025-04-29 14:00:00+02:00,0.0,1.73,21.11,0,0.0,0000000000000000000000000000000000000000000000000,2,21.32,0.0,1,6,44,1018.79,6,4,0,14,4,13220,0,56,14,4,849.3806286423446,852.3393115246404,122.24568402219677,815.4054034966508,818.2457390636547,117.35585666130889,888.4974961493226,48.72289800619477,47.7073846483827
2025-04-29 15:00:00+02:00,0.0,3.18,21.49,0,0.0,0000000000000000000000000000000000000000000000000,5,20.74,0.0,1,7,44,1018.43,344,12,0,23,12,13420,0,52,15,4,747.476913912332,826.492163007133,115.42801336206287,657.7796842428521,727.313103446277,101.57665175861533,707.1013029225594,41.8269689647005,38.692896663920536
2025-04-29 16:00:00+02:00,0.0,4.39,21.53,0,0.0,0000000000000000000000000000000000000000000000000,5,19.72,0.0,1,7,44,1018.06,337,16,0,26,16,14820,0,49,16,4,599.1697939170244,778.1028909533546,104.62910538283955,503.30262689030053,653.6064284008179,87.88844852158522,527.0815171274621,35.74774159942939,29.31886996992391
2025-04-29 17:00:00+02:00,0.0,5.41,21.22,0,0.0,0000000000000000000000000000000000000000000000000,5,18.18,0.0,1,6,44,1017.61,338,12,0,20,12,16620,0,51,17,4,416.0575051728615,689.5426942014906,88.88643965522255,366.13060455211814,606.7975708973117,78.22006689659584,364.3769262624761,30.53530636228403,20.55102036432162
2025-04-29 18:00:00+02:00,0.0,6.13,21.05,0,0.0,0000000000000000000000000000000000000000000000000,1,16.84,0.0,1,4,43,1017.16,338,5,0,8,5,18420,0,56,18,4,215.30931570167124,514.644671667441,64.72995815737269,204.54384991658767,488.9124380840689,61.493460249504054,181.30646908245754,25.51382197673302,10.361220930224563
2025-04-29 19:00:00+02:00,0.0,6.66,20.62,0,0.0,0000000000000000000000000000000000000000000000000,1,15.71,0.0,1,3,47,1016.71,341,0,0,0,0,11020,0,60,19,4,35.607921070660545,145.1743881248464,20.61173741854943,35.607921070660545,145.1743881248464,20.61173741854943,21.69421690416766,21.139582236336377,1.2538902067037374
2025-04-29 20:00:00+02:00,0.0,6.48,20.05,0,0.0,0000000000000000000000000000000000000000000000000,1,15.59,0.0,1,1,53,1017.05,339,0,0,0,0,11220,0,60,20,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.05,0.0
2025-04-29 21:00:00+02:00,0.0,5.88,19.32,0,0.0,0000000000000000000000000000000000000000000000000,1,15.73,0.0,1,0,61,1017.38,343,0,0,0,0,11620,0,60,21,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.32,0.0
2025-04-29 22:00:00+02:00,0.0,5.08,18.74,0,0.0,0000000000000000000000000000000000000000000000000,1,16.1,0.0,1,0,68,1017.72,348,0,0,0,0,11820,0,38,22,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.74,0.0
2025-04-29 23:00:00+02:00,0.0,4.02,17.81,0,0.0,0000000000000000000000000000000000000000000000000,1,16.2,0.0,0,0,77,1017.89,355,0,0,0,0,10030,0,0,23,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.81,0.0
2025-04-30 00:00:00+02:00,0.0,2.32,16.68,0,0.0,0000000000000000000000000000000000000000000000000,13,16.41,0.0,0,0,85,1018.05,10,0,0,0,0,8050,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.68,0.0
2025-04-30 01:00:00+02:00,0.0,1.09,15.66,0,0.0,0000000000000000000000000000000000000000000000000,13,16.22,0.0,0,0,90,1018.22,61,0,0,0,0,8060,0,0,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.66,0.0
2025-04-30 02:00:00+02:00,0.0,1.14,14.57,0,0.0,0000000000000000000000000000000000000000000000000,13,14.86,0.0,0,0,92,1018.03,120,3,84,0,3,50,0,0,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.57,0.0
2025-04-30 03:00:00+02:00,0.0,1.17,13.6,0,0.0,0000000000000000000000000000000000000000000000000,13,13.53,0.0,0,0,92,1017.85,117,7,84,0,7,50,0,0,3,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.6,0.0
2025-04-30 04:00:00+02:00,0.0,1.26,12.64,0,0.0,0000000000000000000000000000000000000000000000000,4,12.12,0.0,0,0,90,1017.66,103,10,81,0,10,250,0,0,4,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.64,0.0
2025-04-30 05:00:00+02:00,0.0,1.28,11.85,0,0.0,0000000000000000000000000000000000000000000000000,13,10.9,0.0,0,0,87,1017.59,89,7,84,0,7,50,0,0,5,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.85,0.0
2025-04-30 06:00:00+02:00,0.0,1.39,11.13,0,0.0,0000000000000000000000000000000000000000000000000,13,9.71,0.0,0,0,82,1017.53,68,3,14,0,3,8050,0,0,6,4,5.56608619538811,25.24770465224041,4.4067988350242455,5.399103609526466,24.4902735126732,4.274594869973518,4.186400786667951,11.262503883137182,0.0
2025-04-30 07:00:00+02:00,0.0,1.71,10.91,0,0.0,0000000000000000000000000000000000000000000000000,1,8.88,0.0,0,0,75,1017.46,58,0,1,0,0,16250,0,0,7,4,153.10752716415064,423.7991751162965,54.110745033141825,153.10752716415064,423.7991751162965,54.110745033141825,126.21678574638139,14.836802519670526,0.0
2025-04-30 08:00:00+02:00,0.0,2.0,10.88,0,0.0,0000000000000000000000000000000000000000000000000,1,8.48,0.0,1,0,71,1017.61,65,0,1,0,0,23210,0,19,8,4,353.88546520449944,645.8979588775758,82.87329899954773,353.88546520449944,645.8979588775758,82.87329899954773,342.41383313944766,21.36863847478084,19.779289452033147
2025-04-30 09:00:00+02:00,0.0,1.81,11.65,0,0.0,0000000000000000000000000000000000000000000000000,1,9.55,0.0,1,0,71,1017.76,61,0,0,0,0,22610,0,60,9,4,544.9318892402343,754.441190941187,100.74731824357792,544.9318892402343,754.441190941187,100.74731824357792,562.5369206131978,29.05775195274162,31.85099678868032
2025-04-30 10:00:00+02:00,0.0,1.93,13.44,0,0.0,0000000000000000000000000000000000000000000000000,1,11.32,0.0,1,0,64,1017.91,58,0,0,0,0,28410,0,60,10,4,705.8888759177047,812.9189345949193,112.99157592749486,705.8888759177047,812.9189345949193,112.99157592749486,752.518609390118,36.577388024414155,41.7659028879075
2025-04-30 11:00:00+02:00,0.0,2.54,16.07,0,0.0,0000000000000000000000000000000000000000000000000,1,13.25,0.0,1,1,50,1017.89,51,0,0,0,0,35410,0,60,11,4,823.7477276888018,844.8709586153527,121.06048504362207,823.7477276888018,844.8709586153527,121.06048504362207,893.0932494110366,42.64776308132876,48.761394106042445
2025-04-30 12:00:00+02:00,0.0,3.37,18.71,0,0.0,0000000000000000000000000000000000000000000000000,1,15.36,0.0,1,3,37,1017.88,40,0,0,0,0,43210,0,60,12,4,889.7230033317,859.938523935001,125.34874507599284,889.7230033317,859.938523935001,125.34874507599284,972.1308245029254,46.388446170338014,52.53567591684029
2025-04-30 13:00:00+02:00,0.0,3.84,20.78,0,0.0,0000000000000000000000000000000000000000000000000,1,17.81,0.0,1,4,31,1017.86,17,0,0,0,0,34610,0,60,13,4,899.0409789409417,861.9303939771875,125.94345077452658,899.0409789409417,861.9303939771875,125.94345077452658,983.240385156365,48.08521959465135,52.887837244020616
2025-04-30 14:00:00+02:00,0.0,4.04,21.79,0,0.0,0000000000000000000000000000000000000000000000000,1,19.09,0.0,1,6,29,1017.6,356,0,0,0,0,24420,0,60,14,4,851.0484120549155,851.3196288126622,122.85218478318484,851.0484120549155,851.3196288126622,122.85218478318484,925.5572083070044,47.222563465380915,49.9038915236234
2025-04-30 15:00:00+02:00,0.0,4.88,22.51,0,0.0,0000000000000000000000000000000000000000000000000,1,19.26,0.0,1,7,28,1017.34,344,0,0,0,0,28220,0,60,15,4,749.2332300744038,825.5236107151209,116.02868428552597,749.2332300744038,825.5236107151209,116.02868428552597,803.7307659640913,43.63744631111396,43.764005027447716
2025-04-30 16:00:00+02:00,0.0,5.76,22.74,0,0.0,0000000000000000000000000000000000000000000000000,1,18.78,0.0,1,7,29,1017.08,337,0,0,0,0,29010,0,60,16,4,601.1225616381474,777.3016207744861,105.22588344792297,601.1225616381474,777.3016207744861,105.22588344792297,628.0249925791102,38.50389464575912,34.67631087693153
2025-04-30 17:00:00+02:00,0.0,6.8,22.24,0,0.0,0000000000000000000000000000000000000000000000000,1,17.88,0.0,1,6,37,1016.78,336,0,0,0,0,11410,0,60,17,4,418.28786039072764,689.2443721142241,89.48825053487576,418.28786039072764,689.2443721142241,89.48825053487576,415.1053933527618,32.10986324970616,23.314883196801965
2025-04-30 18:00:00+02:00,0.0,7.22,21.32,0,0.0,0000000000000000000000000000000000000000000000000,1,16.65,0.0,1,4,46,1016.49,336,0,0,0,0,13410,0,60,18,4,217.80484920349878,516.0044731304898,65.38919437356265,217.80484920349878,516.0044731304898,65.38919437356265,192.4201917701178,25.796624640200335,10.988246695792366
2025-04-30 19:00:00+02:00,0.0,7.23,20.47,0,0.0,0000000000000000000000000000000000000000000000000,1,15.68,0.0,1,3,54,1016.19,334,0,0,0,0,13610,0,60,19,4,37.56534176678617,150.93788541482223,21.52062229745893,37.56534176678617,150.93788541482223,21.52062229745893,22.866363577709485,21.001707082450338,1.3221074314938428
2025-04-30 20:00:00+02:00,0.0,7.09,20.0,0,0.0,0000000000000000000000000000000000000000000000000,1,15.35,0.0,1,1,56,1016.27,336,0,0,0,0,15010,0,60,20,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
2025-04-30 21:00:00+02:00,0.0,6.74,19.42,0,0.0,0000000000000000000000000000000000000000000000000,1,14.83,0.0,1,0,55,1016.34,341,0,0,0,0,16410,0,60,21,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.42,0.0
2025-04-30 22:00:00+02:00,0.0,5.86,18.9,0,0.0,0000000000000000000000000000000000000000000000000,1,14.84,0.0,1,0,56,1016.42,345,0,0,0,0,16010,0,39,22,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.9,0.0
2025-04-30 23:00:00+02:00,0.0,4.33,18.13,0,0.0,0000000000000000000000000000000000000000000000000,1,15.27,0.0,0,0,61,1016.54,351,0,0,0,0,14830,0,0,23,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.13,0.0
